PPN,title,creatorln,creatorfn,creatorentity,format,subject,language,extent,publisher,description,cote,handle Nakala jp2,handle_full_georef,handle geotiff,handle geotiff pdf,handle geotiff points,handle geotiff jp2,group,date,type,spatial,licence
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-02,11280/0ee4d819,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-03,11280/ac4a40c7,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-04,11280/9bb8059c,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-05,11280/dc79093b,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-06,11280/9d3dae57,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-07,11280/eea4dffd,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-08,11280/80fabf6c,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-01,11280/66628afc,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-02,11280/0ee4d819,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-03,11280/ac4a40c7,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-04,11280/9bb8059c,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-05,11280/dc79093b,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-06,11280/9d3dae57,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-07,11280/eea4dffd,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
183914589,"Carte de la Nouvelle Calédonie dressée pour l'Union agricole calédonienne par le commandant Laporte,...",Laporte,,,104 x 69 cm chacune,Nouvelle-Calédonie,fre,1:100000,,"Carton : ""Environs de Nouméa"", au 1:40 000",10-13-15-08,11280/80fabf6c,,,,,,,1900,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
19110017X,France en 1789 divisée en 33 grands gouvernements et 7 petits comparée avec la France actuelle divisée en 87 départements gravé par Lorsignol,Lorsignol,Gustave,,"29 x 43 cm, sur flle 35 x 50 cm",France#France#France,fre,1:4750000,Ele. Bertaux,"Comprends des encarts sur les côtés (4 cartes)#Dans la marge supérieure : Atlas Grosselin-Delamarche, 71",17-08-02-01,11280/00aafce1,,,,,,,1860,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
191137952,Atlas historique de la révolution française par M. Arnault Robert,,,,54 x 72 cm,France#France#Europe centrale,fre,1:4000000,Arnault Robert,"Comprends sur le côté gauche : ""Tableau des départements de l'empire français et du royaume d'Italie en 1813"" ; ""Colonies"" ; ""Tableau des princes dont les états composaient la Confédération du Rhin en 1813"" ""explication des traces coloriées""",17-08-03-01,11280/fb52165f,10.34847/nkl.f8f51gj3,,,,,,1833,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
192346059,L'Argonne vu à vol d'oiseau,,,,41 x 55 cm,Argonne (France),fre,1:nan,,,17-08-08-02,11280/7419079d,10.34847/nkl.bfe9s596,,,,,,1910,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
192347020,Les Vosges 1914 Guerre européenne 1915,,,,41 x 53 cm,Vosges (France ; massif),fre,1:nan,,,17-08-08-03,11280/058817e6,10.34847/nkl.f619vhb4,,,,,,1910,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
191098701,Basse-Lorraine et Argonne Ecole supérieure de guerre,,,École supérieure de guerre,56 x 69 cm,France (est)#Argonne (France)#Lorraine (France),fre,1:320000,Ecole supérieure de guerre,"en bas à gauche : ""litho-photographie de l'Ecole supérieure de guerre""",17-08-08-04,11280/471ef5b8,10.34847/nkl.a920smq0,,,,,,1886,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
19109028X,Haute-Lorraine et Vosges Ecole supérieure de guerre,,,École supérieure de guerre,56 x 69 cm,France (est)#Vosges (France ; massif)#Lorraine (France)#Alsace (France),fre,1:320000,Ecole supérieure de guerre,"en bas à gauche : ""photographie de l'Ecole supérieure de guerre""",17-08-08-05,11280/e2b1d16d,10.34847/nkl.0ab4pbme,,,,,,1885,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
191083933,Carte des frontières de l'Est Théâtre de la guerre 1914,,,,64 x 75 cm,France (est),fre,1:900000,Imprimerie provençale,Extrait de la carte routière de Dion-Bouton,17-08-08-06,11280/b1c5d65a,10.34847/nkl.4e0a0d3z,,,,,,1914,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185645070,Nouvelle Carte militaire de la France honorée d'une médaille d'honneur... par le commandant Bonetti,Bonetti,,,61 x 82 cm,France,fre,1:2100000,H. Charles-Lavauzelle,,17-08-09-05,11280/26544329,,,,,,,1882,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
186115334,Géographie dessiné par le capitaine Gard,Gard,,,60 x 80 cm,France#France (nord-est),fre,1:400000,Service Géographique de l'Armée,,17-08-10-01,11280/cff43ee8,10.34847/nkl.ba01v5rf,,,,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
186118384,Géographie dessiné par le capitaine Messain,Messain,,,60 x 80 cm,France#Alpes (France ; nord)#Savoie (France ; région),fre,1:400000,Service Géographique de l'Armée,,17-08-10-02,11280/cb716dce,10.34847/nkl.fa4cx7bn,,,,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
18558036X,Carte touriste de France dressée avec le concours du Touring-Club de France,Barrère,Henry,,62 x 92 cm,Pays basque (Pyrénées-Atlantiques)#Pays basque (Espagne),fre,1:400000,Henry Barrère,,17-09-01-02,11280/916c0019,10.34847/nkl.0b74062j,,,,,,1905,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
185585981,Carte routière pour cyclistes et automobiles de la Bretagne et Normandie (Section Nord) F. Bineteau delt.,Bineteau,P.,,70 x 89 cm,Bretagne (France)#Basse-Normandie (France),fre,1:250000,A. Taride,,17-09-01-03,11280/1bfa1f2e,10.34847/nkl.a0f78fj5,,,,,,1911,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
19169424X,"Plan de Nantes revu, corrigé et augmenté par Mr. Orieux",Orieux,Eugène,,"33,5 x 50 cm",Nantes (Loire-Atlantique),fre,1:14000,A. Fayard,"En bas à droite : ""Collection unique : 160 plans de villes françaises et étrangères""",17-09-04-03,11280/351ba435,10.34847/nkl.3418pfp1,,,,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
19341659X,"[Carte ostréicole du quartier de Marennes] Levé en partie, dressé et dessiné par Dré. Ragiot,  ...",Ragiot,D.,,75 x 105 cm,"Marennes (Charente-Maritime ; région)#Seudre, Estuaire de la (France)#La Tremblade (Charente-Maritime)",fre,1:5000,Erhard,,17-09-12-08,11280/4494c5be,10.34847/nkl.ab72s27o,,,,,,1883,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
18565455X,Carte guide Campbell Publiée sous le patronage de la Fédération des Automobile-Clubs régionaux de France,,,Blondel la Rougery,62 x 91 cm,Touraine (France)#Touraine (France),fre,1:320000,Ed. Blondel La Rougery,,17-10-08-07,11280/40097d1e,10.34847/nkl.f35e4jp0,,,,,,1922,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
223544043,North America. East Coast. Sapelo Sound to Florida and Providence Channels From the latest U.S. Government Charts to 1879,,,,,"Floride, Détroit de (Fla. ; détroit)#Bahamas",eng,1:1128000,,"Document numéroté : ""269""",01-14-01-01,11280/89fb5b8a,,,,,,,1880,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
223546658,Costa sudoeste de España. Plano de la Bahía de Cádiz levantado en 1870 por la Comisión Hidrográfica al mando del capitán de fragata José Montojo dibujado por J. Riudavets y Tudury,,,,97 x 61 cm,"Cadix, Golfe de (Espagne)#Cadix (Espagne)#El Puerto de Santa María (Espagne)",spa,1:25000,,,03-15-01-09,11280/29600fcb,10.34847/nkl.44f3f834,,,,,,1888,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
223553492,Océan Atlantique. Côtes de Portugal. Entrée du Tage et port de Lisbonne d'après les travaux portugais publiés en 1878 gravé par A. Gérin,,,,64 x 92 cm,Portugal#Tage (cours d'eau)#Lisbonne (Portugal),fre,1:35400,,"Document numéroté : ""4361"" et ""7-23""",03-15-03-08,11280/15c2df96,10.34847/nkl.cc1d52nd,,,,,,1891,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
220430071,"Carte des îles du Cap Verd publiée en 1831... d'après la carte gravée à Londres en 1822 levée en 1819, 1820 et 1821, par M.M. Vidal et Mudge,...",Vidal,Alexander Thomas Emeric,,"59 x 88 cm, sur flle 72 x 104 cm",Cap-Vert,fre,1:490000,,"Bathymétrie représentée par des points de sonde#En marge : ""No. 298""",03-15-04-02,11280/afba00a5,,11280/b47e79b7,11280/b82401d2,11280/f97b4ee7,11280/8d7ad91c,,1897,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
223725005,"Côte occidentale d'Afrique, partie comprise entre le Cap Ghir et le Cap Bojador levée en 1835, par le lieutt. Arlett,...",Arlett,William,,"90 x 61 cm, sur flle 104 x 72 cm","Atlantique, Côte de l' (Maroc)#Canaries, Iles (Espagne)",fre,1:854000,,"Bathymétrie représentée par des points de sonde exprimés en m#En marge : ""1196"" et ""12""",03-15-04-03,11280/5f632cd5,,11280/1e3d969d,11280/6e47767e,11280/b0541bfe,11280/66afd989,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
223556459,"Détroit de Gibraltar. Côte d'Espagne. Baie d'Algésiras. Mouillages de Tolmo, Gétarès, Algésiras, Gibraltar et Malbaye publié par ordre de l'empereur en 1858 levée en 1855 par MM. C.A. Vincendon-Dumoulin ... chargé de la direction du travail écrit par V. Carré",Vincendon-Dumoulin,Clément-Adrien,,64 x 93 cm,"Algésiras, Baie de (Espagne)#Gibraltar#Algésiras (Espagne)",fre,1:30000,,"Document numéroté : ""1743"" et ""8-25""",03-15-05-03,11280/bf07995f,10.34847/nkl.ccb9bx1v,,,,,,1884,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
223628565,Mer Méditerranée. Côte est d'Espagne. De Carthagène à Valence d'après les levés espagnols de 1877 à 1888 gravé par Francoz,,,,98 x 62 cm,Espagne (est)#Valence (Espagne ; province)#Alicante (Espagne ; province)#Murcie (Espagne ; province),fre,1:245000,,"Document numéroté : ""4719"" et ""26""",03-15-06-09,11280/5cac4704,10.34847/nkl.d62dnn8m,,,,,,1893,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
223629537,Mer Méditerranée. Côte est d'Espagne. De Valence à Tarragone d'après les levés espagnols de 1878 gravé par Francoz,,,,98 x 68 cm,"Espagne (est)#Valence (Espagne ; province)#Castellón (Espagne ; province)#Tarragone (Espagne ; province)#Èbre, Delta de l' (Espagne)",fre,1:239000,,"Document numéroté : ""4720"" et ""26""",03-15-06-10,11280/109676cb,10.34847/nkl.fbec0l0j,,,,,,1893,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
223630675,Mer Méditerranée. Côte est d'Espagne. De Tarragone au cap de Creux d'après les levés espagnols de 1882 à 1889 gravé par Francoz,,,,68 x 92 cm,Espagne (est)#Barcelone (Espagne ; province)#Gérone (Espagne ; province)#Tarragone (Espagne ; province),fre,1:235000,,"Document numéroté : ""4827"" et ""26""",03-15-06-12,11280/b0aca6ff,10.34847/nkl.959c5q4t,,,,,,1895,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
227262921,"[Spezialkarte der Österreichisch-Ungarischen Monarchie, Maßstab 1:75 000] Zone 9, Col. XVI K.u.K. Militärgeographisches Institut",,,Militärgeographisches Institut,47 x 58 cm,République tchèque#Autriche-Hongrie#Slavkov u Brna (République tchèque),ger,1:75000,,"Relief représenté par des hachures et des points côtés#""Nach Zeichenschüssel 1894"", ""Nachträge 29 III 1899"", ""1879""",04-03-03-01,11280/082ef008,10.34847/nkl.837ak1xx,,,,,,1899,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
18751139X,"[Spezialkarte der Österreichisch-Ungarischen Monarchie, Maßstab 1:75 000] K. u. k. Militärgeographisches Institut",,,Kaiserlich-Königliches Militär-Geographisches Institut,49 x 61 cm,Višnja Gora (Slovénie)#Cerknica (Slovénie)#Slovénie#Autriche-Hongrie,ger,1:75000,,,04-03-03-42,11280/e88470f4,10.34847/nkl.0cf29wzg,,,,,,1905,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
203917634,"Jugoslawien, volkliche Gliederung Mehrheitsgebiete unter besonderer Berücksichtigung des Deutschtums entworfen von Manfred Straka, Südostdeutsches Institut, Graz",Straka,Manfred,,"49 x 53 cm, sur flle 54 x 58 cm",Yougoslavie,ger,1:1500000,,,04-05-03-01,11280/e124dcfe,10.34847/nkl.829c42s9,,,,,,1940,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
203918487,"Jugoslawien, Volkliche Gliederung Kerngebiete Entworfen von Dr. Manfred Straka, Südostdeutsches Institut, Graz",Straka,Manfred,,"49 x 53 cm, sur flle 54 x 58 cm",Yougoslavie,ger,1:1500000,,,04-05-03-02,11280/f1451f10,10.34847/nkl.f31501t5,,,,,,1940,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,Reserved
234819294,"Χάρτης Ἑλληνικοῡ Βασιλείου [40°, -2°] ἐσχεδιάσθη καὶ ἐτυπώθη ἐν τῷ Καισαροβασιλικῷ Στρατ. Γεωγρ. Ἰνστιτούτῳ ἐν Βιέννῃ Chártīs Hellīnikoū Vasileíou [40°, -2°] eschediásthī kaì etypṓthī en tō̂i Kaisarovasilikō̂i Strat. Geōgr. Institoútōi en Viénnīi",Μαυρομμάτης#Maurommátīs,Γεώργιος#Geṓrgios,,76 x 107 cm,Trikala (Grèce ; région),gre,1:50000,,"Les noms des feuilles adjacentes sont indiqués sur les bords de la carte#En marge : Tableau d'assemblage 1:20.000 des zones où les militaires ont effectué des travaux, accompagné de leurs noms#Feuille numérotée en fonction de la numération alphabétique grecque : la lettre ""ζ"" au niveau du titre, correspond au chiffre 7#Sur la carte est indiqué : ""Τὸ μέχρι τῆς ὁροθετικῆς γραμμῆς Ἑλληνικόν ἒδαφος ἐσχεδιάσθη ἐκ τῶν ὑπό σμίκρυνσιν 1:20.000 πρωτοτύπων πινακίδων, 1902 - 5"" = Le sol grec jusqu'à la ligne de délimitation a été dessiné à partir des planches originales à échelle réduite au 1:20 000, 1902 - 5#Sur la carte est indiqué : ""Τό ἐπί τοῦ λόφου τῶν Νυμφῶν καί νοτίως τοῦ ἀστεροσκοπείου Ἀθηνῶν κείμενον μαρμάρινον βάθρον, εὑρίσκεται κατά τά μέχρι τοῦδε ἀσφαλῆ δεδομένα 23°43'12,92'' (1h 34m 52.86s) ἀνατολικῶς Greenwich"" = Le podium en marbre sur la colline des Nymphon, au sud de l'observatoire d'Athènes, est situé selon les données actuelles fiables à 23°43'12.92'' (1h 34m 52.86s) à l'est de Greenwich",04-05-06-01,11280/42ee9b0e,,,,,,,1908,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
234970251,"Χάρτης Ἑλληνικοῡ Βασιλείου [40°, -1°] ἐσχεδιάσθη καὶ ἐτυπώθη ἐν τῷ Καισαροβασιλικῷ Στρατ. Γεωγρ. Ἰνστιτούτῳ ἐν Βιέννῃ Chártīs Hellīnikoū Vasileíou [40°, -1°] eschediásthī kaì etypṓthī en tō̂i Kaisarovasilikō̂i Strat. Geōgr. Institoútōi en Viénnīi",Κουρουσόπουλος#Kourousópoulos,Βασίλειος#Vasíleios,,76 x 107 cm,"Thessalie (Grèce)#Tempé, vallée de (Grèce)",gre,1:50000,,"Les noms des feuilles adjacentes sont indiqués sur les bords de la carte#En marge : Tableau d'assemblage 1:20.000 des zones où les militaires ont effectué des travaux, accompagné de leurs noms#Feuille numérotée en fonction de la numération alphabétique grecque : la lettre ""ε"" au niveau du titre, correspond au chiffre 5#Sur la carte est indiqué : ""Τὸ μέχρι τῆς ὁροθετικῆς γραμμῆς Ἑλληνικόν ἒδαφος ἐσχεδιάσθη ἐκ τῶν ὑπό σμίκρυνσιν 1:20.000 πρωτοτύπων πινακίδων, 1896, 1899-1902, 1905-1907"" = Le sol grec jusqu'à la ligne de délimitation a été dessiné à partir des planches originales à échelle réduite au 1:20 000, 1896, 1899-1902, 1905-1907#Sur la carte est indiqué : ""Τό ἐπί τοῦ λόφου τῶν Νυμφῶν καί νοτίως τοῦ ἀστεροσκοπείου Ἀθηνῶν κείμενον μαρμάρινον βάθρον, εὑρίσκεται κατά τά μέχρι τοῦδε ἀσφαλῆ δεδομένα 23°43'12,92'' (1h 34m 52.86s) ἀνατολικῶς Greenwich"" = Le podium en marbre sur la colline des Nymphon, au sud de l'observatoire d'Athènes, est situé selon les données actuelles fiables à 23°43'12.92'' (1h 34m 52.86s) à l'est de Greenwich",04-05-06-02,11280/41694fc6,,,,,,,1909,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
234989610,"Χάρτης Ἑλληνικοῡ Βασιλείου [40°, -1°] ἐσχεδιάσθη καὶ ἐτυπώθη ἐν τῷ Καισαροβασιλικῷ Στρατ. Γεωγρ. Ἰνστιτούτῳ ἐν Βιέννῃ Chártīs Hellīnikoū Vasileíou [40°, -1°] eschediásthī kaì etypṓthī en tō̂i Kaisarovasilikō̂i Strat. Geōgr. Institoútōi en Viénnīi",Φωτιάδης#Fōtiádīs,Παναγιώτης#Panagiṓtīs,,76 x 107 cm,Thessalie (Grèce),gre,1:50000,,"Les noms des feuilles adjacentes sont indiqués sur les bords de la carte#Feuille numérotée en fonction de la numération alphabétique grecque : la lettre ""ζ"" au niveau du titre, correspond au chiffre 7#Sur la carte est indiqué : ""Τό ἐπί τοῦ λόφου τῶν Νυμφῶν καί νοτίως τοῦ ἀστεροσκοπείου Ἀθηνῶν κείμενον μαρμάρινον βάθρον, εὑρίσκεται κατά τά μέχρι τοῦδε ἀσφαλῆ δεδομένα 23°43'12,92'' (1h 34m 52.86s) ἀνατολικῶς Greenwich"" = Le podium en marbre sur la colline des Nymphon, au sud de l'observatoire d'Athènes, est situé selon les données actuelles fiables à 23°43'12.92'' (1h 34m 52.86s) à l'est de Greenwich",04-05-06-03,11280/9eb8141f,,,,,,,1910,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
234967552,"Χάρτης Ἑλληνικοῡ Βασιλείου [40°, -2°] ἐσχεδιάσθη καὶ ἐτυπώθη ἐν τῷ Καισαροβασιλικῷ Στρατ. Γεωγρ. Ἰνστιτούτῳ ἐν Βιέννῃ Chártīs Hellīnikoū Vasileíou [40°, -2°] eschediásthī kaì etypṓthī en tō̂i Kaisarovasilikō̂i Strat. Geōgr. Institoútōi en Viénnīi",Μαυρομμάτης#Maurommátīs,Γεώργιος#Geṓrgios,,76 x 107 cm,Trikala (Grèce ; région),gre,1:50000,,"Les noms des feuilles adjacentes sont indiqués sur les bords de la carte#En marge : Tableau d'assemblage 1:20.000 des zones où les militaires ont effectué des travaux, accompagné de leurs noms#Feuille numérotée en fonction de la numération alphabétique grecque : la lettre ""θ"" au niveau du titre, correspond au chiffre 9#Sur la carte est indiqué : ""Τὸ μέχρι τῆς ὁροθετικῆς γραμμῆς Ἑλληνικόν ἒδαφος ἐσχεδιάσθη ἐκ τῶν ὑπό σμίκρυνσιν 1:20.000 πρωτοτύπων πινακίδων, 1902 - 5"" = Le sol grec jusqu'à la ligne de délimitation a été dessiné à partir des planches originales à échelle réduite au 1:20 000, 1902 - 5#Sur la carte est indiqué : ""Τό ἐπί τοῦ λόφου τῶν Νυμφῶν καί νοτίως τοῦ ἀστεροσκοπείου Ἀθηνῶν κείμενον μαρμάρινον βάθρον, εὑρίσκεται κατά τά μέχρι τοῦδε ἀσφαλῆ δεδομένα 23°43'12,92'' (1h 34m 52.86s) ἀνατολικῶς Greenwich"" = Le podium en marbre sur la colline des Nymphon, au sud de l'observatoire d'Athènes, est situé selon les données actuelles fiables à 23°43'12.92'' (1h 34m 52.86s) à l'est de Greenwich",04-05-06-04,11280/57b2a928,,,,,,,1908,http://purl.org/coar/resource_type/c_12cd,northlimit=nan; southlimit=nan; westlimit=nan; eastlimit=nan,etalab-2.0
